text,target,clean_text
Anything lor if they all go then i go lor...,ham,anything lor go go lor
U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,ham,u free sat rite u wan 2 watch infernal affair wif n darren n mayb xy
"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",ham,plz note anyone calling mobile co amp asks u type lt gt lt gt disconnect call coz iz attempt terrorist make use sim card itz confirmd nokia n motorola n verified cnn ibn
Yo you around? A friend of mine's lookin to pick up later tonight,ham,yo around friend mine lookin pick later tonight
Stupid auto correct on my phone,ham,stupid auto correct phone
Double eviction this week - Spiral and Michael and good riddance to them!,ham,double eviction week spiral michael good riddance
"The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!, Gud night....",ham,world suffers lot violence bad people silence good people gud night
"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",ham,ok thats cool either raglan rd edward rd behind cricket ground gimme ring ur closeby see tuesday
Buy one egg for me da..please:),ham,buy one egg da please
Have you started in skye,ham,started skye
Have you bookedthe hut? And also your time off? How are you by the way?,ham,bookedthe hut also time way
And several to you sir.,ham,several sir
U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,ham,u really pig leh sleep much dad wake 10 smth 2 eat lunch today
I'm at home. Please call,ham,home please call
My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,ham,love hope anything drastic dare sell pc phone
Now only i reached home. . . I am very tired now. . I will come tomorro,ham,reached home tired come tomorro
FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,spam,freemsg record indicate may entitled 3750 pound accident claim free reply yes msg opt text stop
"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",spam,u win 100 music gift voucher every week starting txt word draw 87066 tscs www idew com skillgame 1winaweek age16 150ppermesssubscription
Life style garments account no please.,ham,life style garment account please
Lol wtf random. Btw is that your lunch break,ham,lol wtf random btw lunch break
"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",ham,sez hows u de arab boy hope u r good give love 2 evry1 love ya eshxxxxxxxxxxx
"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",ham,lay man let know missed thought great day send bimbo ugo number ill appreciate safe
Detroit. The home of snow. Enjoy it.,ham,detroit home snow enjoy
Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,spam,show ur colour euro 2004 2 4 1 offer get england flag 3lions tone ur phone click following service message info
Okie...,ham,okie
"Aight, I'm chillin in a friend's room so text me when you're on the way",ham,aight chillin friend room text way
Is toshiba portege m100 gd?,ham,toshiba portege m100 gd
Well welp is sort of a semiobscure internet thing,ham,well welp sort semiobscure internet thing
Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,spam,text pas 69669 collect polyphonic ringtones normal gprs charge apply enjoy tone
"accordingly. I repeat, just text the word ok on your mobile phone and send",spam,accordingly repeat text word ok mobile phone send
Loosu go to hospital. De dont let it careless.,ham,loosu go hospital de dont let careless
How much for an eighth?,ham,much eighth
Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,ham,omg joanna freaking looked thru friend find photo asking stuff myspace even logged like year
"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",ham,send ur birthdate month year tel u ur life partner name method calculation reply must
Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,ham,juz havent woke bit blur blur dad went liao cant cum oso
"How about clothes, jewelry, and trips?",ham,clothes jewelry trip
Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge,spam,block breaker come deluxe format new feature great graphic mobile buy 5 replying get bbdeluxe take challenge
Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,ham,aah cuddle would lush need lot tea soup kind fumbling
important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,spam,important information 4 orange user today lucky day 2find log onto http www urawinner com fantastic surprise awaiting
I am late. I will be there at,ham,late
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,ham,sad story man last week b day wife nt wish parent forgot n kid went work even colleague wish
Are you plans with your family set in stone ?,ham,plan family set stone
Pls dont forget to study,ham,pls dont forget study
You'll never believe this but i have actually got off at taunton. Wow,ham,never believe actually got taunton wow
"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ",ham,den weekday got special price haiz cant eat liao cut nail oso muz wait finish drivin wat lunch still muz eat wat
She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,ham,broke list reason nobody town tell sarcastic faggy
 &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,ham,lt decimal gt common car better buy china asia find le expensive holla
The greatest test of courage on earth is to bear defeat without losing heart....gn tc,ham,greatest test courage earth bear defeat without losing heart gn tc
SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,ham,sorry im stil fucked last nite went tobed 430 got 4 work 630
Hey so whats the plan this sat? ,ham,hey whats plan sat
Beauty sleep can help ur pimples too.,ham,beauty sleep help ur pimple
Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,ham,great hope using connection mode men also co never know old friend lead today
Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,spam,natalja 25 f inviting friend reply yes 440 440 see www sm ac u nat27081980 stop send stop frnd 62468
Where to get those?,ham,get
"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",ham,kind missed train co asthma attack nxt one half hr driving sure park
Ball is moving a lot.will spin in last :)so very difficult to bat:),ham,ball moving lot spin last difficult bat
Haiyoh... Maybe your hamster was jealous of million,ham,haiyoh maybe hamster jealous million
Can you please send me my aunty's number,ham,please send aunty number
I'm glad. You are following your dreams.,ham,glad following dream
I've reached home finally...,ham,reached home finally
"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",spam,urgent important information 02 user today lucky day 2 find log onto http www urawinner com fantastic surprise awaiting
WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,spam,winner valued network customer selected receivea 900 prize reward claim call 09061701461 claim code kl341 valid 12 hour
"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)",ham,wn u r hurt prsn close 2 u fight wit dem coz somtimes dis fight save relation bt quiet leaf nothin relation gud eveb
U can call now...,ham,u call
"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",ham,science tell chocolate melt sunlight please walk sunlight bcoz want loss sweet friend
Yes. I come to nyc for audiitions and am trying to relocate.,ham,yes come nyc audiitions trying relocate
I pocked you up there before,ham,pocked
Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,ham,congrats great wanted tell tell score co might make relax motivating thanks sharing
I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),ham,wud never mind u dont miss u dont need u wil really hurt wen u need amp u dont tell take care
Hey mr whats the name of that bill brison book the one about language and words ,ham,hey mr whats name bill brison book one language word
"Okay, good, no problem, and thanx!",ham,okay good problem thanx
"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",ham,information ikea spelled cap yelling thought left sitting bed among mess came said going got home class please try bullshit make want listen le
Call me when u're done...,ham,call u done
G.W.R,ham,g w r
You best watch what you say cause I get drunk as a motherfucker,ham,best watch say cause get drunk motherfucker
Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,spam,kit strip billed 150p netcollex ltd po box 1013 ig11 oja
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,spam,hmv bonus special 500 pound genuine hmv voucher answer 4 easy question play send hmv 86688 info www 100percent real com
Please CALL 08712402578 immediately as there is an urgent message waiting for you,spam,please call 08712402578 immediately urgent message waiting
thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,spam,thesmszone com let send free anonymous masked message im sending message see potential abuse
"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",spam,well done 4 costa del sol holiday 5000 await collection call 09050090044 toclaim sae tc pobox334 stockport sk38xh cost 1 50 pm max10mins
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,ham,hurt tease make cry end life die plz keep one rose grave say stupid miss u nice day bslvyl
"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",ham,erm woodland avenue somewhere get parish magazine telephone number
Are there TA jobs available? Let me know please cos i really need to start working,ham,ta job available let know please co really need start working
Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.,ham,aiyar hard 2 type u later free tell call n scold n tell u
Yup i'm free...,ham,yup free
"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?",ham,good good billy mate gone jogging enjoy concert
Yo come over carlos will be here soon,ham,yo come carlos soon
Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,ham,awww dat sweet think something nice time tonight ill probably txt u later co im lonely xxx
I guess it is useless calling u 4 something important.,ham,guess useless calling u 4 something important
Ha ha - had popped down to the loo when you hello-ed me. Hello!,ham,ha ha popped loo hello ed hello
He dint tell anything. He is angry on me that why you told to abi.,ham,dint tell anything angry told abi
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,spam,someone u know asked dating service 2 contact cant guess call 09058091854 revealed po box385 m6 6wu
It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,ham,happens r 2waxsto wat want come ill get medical insurance able deliver basic care currently shopping right medical insurance give til friday morning thats see major person guide right insurance
I keep ten rs in my shelf:) buy two egg.,ham,keep ten r shelf buy two egg
"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",ham,well babe swollen gland throat end
Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,ham,ur change 2 da report big co already made change 2 da previous report
Captain is in our room:),ham,captain room
"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",ham,speak bcaz mobile problem listen cann listen voice call later
HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN ,ham,hiya stu wot u 2 im much truble home moment evone hate even u wot hell av done wont u tell text bck please luv dan
S...i will take mokka players only:),ham,take mokka player
Are you still playing with gautham?,ham,still playing gautham
Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish ,ham,hey mr going sea view couple gay mean game give bell ya finish
"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",ham,k jason say gonna around around lt gt
Sorry . I will be able to get to you. See you in the morning.,ham,sorry able get see morning
Aight well keep me informed,ham,aight well keep informed
I am not having her number sir,ham,number sir
Am only searching for good dual sim mobile pa.,ham,searching good dual sim mobile pa
That seems unnecessarily hostile,ham,seems unnecessarily hostile
Dude got a haircut. Now its breezy up there,ham,dude got haircut breezy
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",spam,congrats 2 mobile 3g videophones r call 09061744553 videochat wid ur mate play java game dload polyh music noline rentl bx420 ip4 5we 150pm
1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),ham,1apple day doctor 1tulsi leaf day cancer 1lemon day fat 1cup milk day bone problms 3 litre watr day disease snd th 2 u care
i thought we were doing a king of the hill thing there.,ham,thought king hill thing
Nope i'll come online now..,ham,nope come online
ALSO TELL HIM I SAID HAPPY BIRTHDAY,ham,also tell said happy birthday
Y bishan lei... I tot ü say lavender? ,ham,bishan lei tot say lavender
Boo what time u get out? U were supposed to take me shopping today. :(,ham,boo time u get u supposed take shopping today
"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?",ham,u sound like manky scouse boy steve like travelling da bus home wot u inmind 4 recreation dis eve
"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min",ham,fyi taking quick shower epsilon like lt gt min
on a Tuesday night r u 4 real,ham,tuesday night r u 4 real
Yes when is the appt again?,ham,yes appt
Just got outta class gonna go gym.,ham,got outta class gonna go gym
I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,ham,want sent lt gt mesages today thats sorry hurt
Ü all write or wat..,ham,write wat
Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,ham,ha say read anything way u seemed like 2 judgemental save friday pub
Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,ham,valentine game send dis msg ur friend 5 answer r someone really love u ques colour suit best
Hi:)did you asked to waheeda fathima about leave?,ham,hi asked waheeda fathima leave
Enjoy urself tmr...,ham,enjoy urself tmr
You still around? I could use a half-8th,ham,still around could use half 8th
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,spam,u 447801259231 secret admirer looking 2 make contact u find r reveal think ur special call 09058094597
You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,ham,give u back id proof lt gt r wont allow work come home within day
Ü bot notes oredi... Cos i juz rem i got...,ham,bot note oredi co juz rem got
Yes. Rent is very expensive so its the way we save.,ham,yes rent expensive way save
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",ham,night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay gud mrng
Hows the pain dear?y r u smiling?,ham,hows pain dear r u smiling
"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",ham,fun fact although would think armand would eventually build tolerance shit considering much smoke get fucked like 2 hit
important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,spam,important information 4 orange user 0789xxxxxxx today lucky day 2find log onto http www urawinner com fantastic surprise awaiting
"Sorry, I can't help you on this.",ham,sorry help
Great. So should i send you my account number.,ham,great send account number
"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",ham,hellogorgeous hows u fone charge lst nitw wen u texd hopeu ad nice wkend im sure u lookin 4ward 2 c u 2mrw luv jaz
"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",spam,dating service asked 2 contact u someone shy call 09058091870 revealed pobox84 m26 3uz 150p
Ü only send me the contents page...,ham,send content page
"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! ",ham,night sweet sleep well see exorcism emily rose may never sleep hug snogs
"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8",ham,think u got think use got good ni8
"I can't right this second, gotta hit people up first",ham,right second gotta hit people first
"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",ham,evry emotion dsn hav word evry wish dsn hav prayrs u smile world wit u othrwise even drop tear dsn lik 2 stay wit u b happy good morning keep smiling
So what about you. What do you remember,ham,remember
Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,ham,ujhhhhhhh computer shipped address sandiago parantella lane wtf poop
Mm yes dear look how i am hugging you both. :-P,ham,mm yes dear look hugging p
I like dis sweater fr mango but no more my size already so irritating.,ham,like dis sweater fr mango size already irritating
1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,ham,1 number 2 gonna massive pain as rather get involved possible
Anytime lor...,ham,anytime lor
Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,spam,want new video handset 750 time network min unlimited text camcorder reply call 08000930705 del sat
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,ham,purity friendship two smiling reading forwarded message smiling seeing name gud evng
"Ur balance is now £600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",spam,ur balance 600 next question complete landmark big bob b barry c ben text b c 83738 good luck
Me fine..absolutly fine,ham,fine absolutly fine
K and you're sure I don't have to have consent forms to do it :V,ham,k sure consent form v
Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,spam,ur tonexs subscription renewed charged 4 50 choose 10 polys month www clubzed co uk billing msg
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",spam,prize go another customer c www c biz 18 150p min polo ltd suite 373 london w1j 6hl please call back busy
How much is torch in 9ja.,ham,much torch 9ja
"Doing nothing, then u not having dinner w us?",ham,nothing u dinner w u
How are you. Just checking up on you,ham,checking
Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.,ham,done internet connection v slow send try later first thing tomo
Mathews or tait or edwards or anderson,ham,mathews tait edward anderson
yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke,ham,yeah sure thing mate haunt got stuff sorted im going sound anyway promoting hex way dont know number joke
No need lar i go engin? Cos my sis at arts today...,ham,need lar go engin co si art today
Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,ham,thanks honey still heard anything leave bit longer 2 crowd try later great advice thanks hope cardiff still
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,spam,want new nokia 3510i colour phone delivered tomorrow 200 free minute mobile 100 free text free camcorder reply call 8000930705
", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, ",ham,im snowboarding trip wondering planning get everyone together befor go meet greet kind affair cheer
S.i'm watching it in live..,ham,watching live
"see you then, we're all christmassy here!",ham,see christmassy
"K I'm ready,  &lt;#&gt; ?",ham,k ready lt gt
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",ham,know god created gap finger one made come amp fill gap holding hand love
The greatest test of courage on earth is to bear defeat without losing heart....gn tc,ham,greatest test courage earth bear defeat without losing heart gn tc
what are your new years plans?,ham,new year plan
RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,spam,recpt 1 3 ordered ringtone order processed
Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,ham,baaaaaaaabe wake miss crave need
"Only just got this message, not ignoring you. Yes, i was. Shopping that is",ham,got message ignoring yes shopping
Dear :-/ why you mood off. I cant drive so i brother to drive,ham,dear mood cant drive brother drive
When did dad get back.,ham,dad get back
"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.",ham,tell shola please go college medicine visit academic department tell academic secretary current situation ask transfer ask someone check sagamu thing lautech vital completes medical education nigeria le expensive much le expensive unless getting citizen rate new zealand
Yes just finished watching days of our lives. I love it.,ham,yes finished watching day life love
Juz go google n search 4 qet...,ham,juz go google n search 4 qet
Many times we lose our best ones bcoz we are ,ham,many time lose best one bcoz
"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8",ham,good friend care close friend understand true friend stay forever beyond word beyond time gud ni8
Just getting back home,ham,getting back home
"Sorry, I'll call later  &lt;#&gt; mins",ham,sorry call later lt gt min
Dun need to use dial up juz open da browser n surf...,ham,dun need use dial juz open da browser n surf
As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,spam,one registered subscriber u enter draw 4 100 g b gift voucher replying enter unsubscribe text stop
"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",ham,awesome plan get time like lt gt text detail wee bit
Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,ham,take care sleep well need learn change life need get convinced wait conversation u get convinced time family many sens respect overemphasise u role life
"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP""",spam,chance win free bluetooth headset simply reply back adp
You also didnt get na hi hi hi hi hi,ham,also didnt get na hi hi hi hi hi
Ya but it cant display internal subs so i gotta extract them,ham,ya cant display internal sub gotta extract
If i said anything wrong sorry de:-),ham,said anything wrong sorry de
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,ham,sad story man last week b day wife nt wish parent forgot n kid went work even colleague wish
How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,ham,stupid say challenge god dont think write instead respond immed
"Yeah I should be able to, I'll text you when I'm ready to meet up",ham,yeah able text ready meet
V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,ham,v skint fancied bevy waz gona go meet othrs spoon jst bin watchng planet earth sofa v comfey dont make hav gd night
" says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !",ham,say quitting least5times day wudn take much notice nah mind gonna see want come taunton tonight u tell
"When you get free, call me",ham,get free call
How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …,ham,little darling far week need coffee run tomo believe time week already
Ok i msg u b4 i leave my house.,ham,ok msg u b4 leave house
Still at west coast... Haiz... Ü'll take forever to come back...,ham,still west coast haiz take forever come back
MMM ... Fuck .... Merry Christmas to me,ham,mmm fuck merry christmas
alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,ham,alright thanks advice enjoy night try get sleep
Update your face book status frequently :),ham,update face book status frequently
Just now saw your message.it k da:),ham,saw message k da
Was it something u ate?,ham,something u ate
So what did the bank say about the money?,ham,bank say money
Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,ham,aiyar dun disturb u liao thk u lot 2 aft ur cupboard come
Hey they r not watching movie tonight so i'll prob b home early...,ham,hey r watching movie tonight prob b home early
Yar lor... How u noe? U used dat route too?,ham,yar lor u noe u used dat route
2mro i am not coming to gym machan. Goodnight.,ham,2mro coming gym machan goodnight
Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,ham,dont think need yellow card uk travel ask someone gone lt gt buck
Can u look 4 me in da lib i got stuff havent finish yet.,ham,u look 4 da lib got stuff havent finish yet
Sounds great! Im going to sleep now. Have a good night!,ham,sound great im going sleep good night
Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,spam,b floppy b snappy happy gay chat service photo upload call 08718730666 10p min 2 stop text call 08712460324
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",ham,house maid murderer coz man murdered lt gt th january public holiday govt instituitions closed including post office understand
How come u got nothing to do?,ham,come u got nothing
Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,ham,nothing ever easy looking reason take risk life love
i want to grasp your pretty booty :),ham,want grasp pretty booty
I've got it down to a tea. not sure which flavour,ham,got tea sure flavour
I'm going 2 orchard now laready me reaching soon. U reaching?,ham,going 2 orchard laready reaching soon u reaching
Dear i am not denying your words please,ham,dear denying word please
You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,ham,know old dom told yesterday name roger got touch last night want meet today 2 pm
COME BACK TO TAMPA FFFFUUUUUUU,ham,come back tampa ffffuuuuuuu
"2 celebrate my bday, y else?",ham,2 celebrate b day else
Merry christmas to u too annie!,ham,merry christmas u annie
Please tell me you have some of that special stock you were talking about,ham,please tell special stock talking
I sent them. Do you like?,ham,sent like
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",spam,urgent ur awarded complimentary trip eurodisinc trav aco entry41 1000 claim txt dis 87121 18 6 1 50 morefrmmob shracomorsglsuplt 10 ls1 3aj
"Awesome, be there in a minute",ham,awesome minute
"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.",ham,problem walk around julianaland oblivious going around say thing constantly go one ear go whatever want know upset listen tell going upset want surprised mad
I've told you everything will stop. Just dont let her get dehydrated.,ham,told everything stop dont let get dehydrated
Or I guess  &lt;#&gt;  min,ham,guess lt gt min
I'm home. Ard wat time will u reach?,ham,home ard wat time u reach
"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",ham,storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moral one 4get name person bt girlfrnd g n g h
"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is",ham,want mapquest something look usf dogwood drive tiny street parking lot
Aight should I just plan to come up later tonight?,ham,aight plan come later tonight
Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,ham,die accidentally deleted e msg suppose 2 put e sim archive haiz sad
